category,owner,risk,next_action,count,severity,source,first_path,first_line,last_path,last_line,signature
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209484,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209484,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_dweller_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near lin
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209486,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209486,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_eco]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n>
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209485,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209485,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_eco_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209489,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209489,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_el_allayi_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near l
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209490,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209490,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_el_cultist_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209491,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209491,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_el_morgrawr_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209492,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209492,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_el_mykara_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near l
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209493,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209493,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_el_necrophage_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: ne
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209487,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209487,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_elder_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209488,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209488,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_elven_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209494,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209494,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_empyreal_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near li
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209495,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209495,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_empyreal_hive_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: ne
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209496,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209496,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_empyreal_machine_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt:
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209497,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209497,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_eternal_empire]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209498,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209498,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_eternal_empire_machine]. common/megastructures/zzzz_staid_03_megastructures_megastructures.t
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209499,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209499,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_evil_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209500,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209500,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_extra_dimensional_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209501,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209501,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_factory_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near lin
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209502,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209502,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_fairy_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209503,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209503,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_first_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209511,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209511,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_gaseous_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near lin
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209512,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209512,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_gdi_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line <n
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209514,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209514,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_gloom_01]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near line
director_owned,Stellar AI Director,Generated Director surface or copied override issue,"Fix generated output, rerun Director validator, and keep runtime proof separate.",1,info,megastructure_type.cpp:<line>,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209516,C:\Users\Admin\Documents\Paradox Interactive\Stellaris\logs\error.log,209516,megastructure_type.cpp:<line>: thinktank_phase_02_entity is not a valid entity for gfx culture [cr_grey_tempesttw]. common/megastructures/zzzz_staid_03_megastructures_megastructures.txt: near
